RID,Signaltype
router-84875df7fc-scxcj-7-56610588-0,6.0
router-84875df7fc-8n4sw-7-79493331-0,35.0
router-84875df7fc-scxcj-3-30945592-0,8.0
router-84875df7fc-b5nxc-6-12452537-0,28.0
router-84875df7fc-scxcj-7-64886884-0,23.0
router-84875df7fc-8n4sw-7-57866298-0,9.0
router-84875df7fc-b5nxc-7-23327467-0,1.0
router-84875df7fc-8n4sw-7-55007448-0,16.0
router-84875df7fc-52vz8-6-68629465-0,19.0
router-84875df7fc-cmkz9-4-21396967-0,24.0
router-84875df7fc-8n4sw-1-8777218-0,17.0
router-84875df7fc-52vz8-6-53658526-0,24.0
router-84875df7fc-8n4sw-7-57790528-0,11.0
router-84875df7fc-scxcj-7-73759272-0,14.0
router-84875df7fc-52vz8-6-61760321-0,29.0
router-84875df7fc-scxcj-7-69486874-0,14.0
router-84875df7fc-cmkz9-7-66034722-0,10.0
router-84875df7fc-52vz8-7-12019091-0,4.0
router-84875df7fc-scxcj-5-11063626-0,13.0
router-84875df7fc-52vz8-2-9192374-0,35.0
router-84875df7fc-52vz8-6-52398913-0,18.0
router-84875df7fc-8n4sw-0-5571318-0,43.0
router-84875df7fc-8n4sw-6-28818720-0,16.0
router-84875df7fc-8n4sw-7-69239787-0,26.0
router-84875df7fc-cmkz9-4-29987716-0,45.0
router-84875df7fc-52vz8-6-53570821-0,34.0
router-84875df7fc-52vz8-6-63580169-0,12.0
router-84875df7fc-8n4sw-7-78583252-0,30.0
router-84875df7fc-8n4sw-7-77879313-0,22.0
router-84875df7fc-b5nxc-7-27500898-0,25.0
router-84875df7fc-b5nxc-4-75427548-0,7.0
router-84875df7fc-8n4sw-7-70256252-0,9.0
router-84875df7fc-b5nxc-6-12973950-0,4.0
router-84875df7fc-b5nxc-3-10333926-0,25.0
router-84875df7fc-b5nxc-5-11860619-0,6.0
router-84875df7fc-b5nxc-1-8976629-0,21.0
router-84875df7fc-cmkz9-7-50569146-0,0.0
router-84875df7fc-scxcj-3-28035905-0,10.0
router-84875df7fc-52vz8-7-11497844-0,0.0
router-84875df7fc-b5nxc-1-7287519-0,21.0
router-84875df7fc-52vz8-2-9222543-0,33.0
router-84875df7fc-b5nxc-4-72671334-0,9.0
router-84875df7fc-cmkz9-7-53081234-0,36.0
router-84875df7fc-8n4sw-7-52311730-0,20.0
router-84875df7fc-cmkz9-2-9863346-0,7.0
router-84875df7fc-b5nxc-7-29006600-0,23.0
router-84875df7fc-cmkz9-3-7633141-0,14.0
router-84875df7fc-8n4sw-6-30302162-0,16.0
router-84875df7fc-b5nxc-4-66408023-0,10.0
router-84875df7fc-b5nxc-4-59949067-0,14.0
router-84875df7fc-scxcj-7-58248293-0,13.0
router-84875df7fc-b5nxc-2-9628928-0,9.0
router-84875df7fc-b5nxc-2-6719616-0,37.0
router-84875df7fc-scxcj-7-70398974-0,19.0
router-84875df7fc-b5nxc-4-55899133-0,2.0
router-84875df7fc-b5nxc-5-9052092-0,9.0
router-84875df7fc-52vz8-6-65627042-0,25.0
router-84875df7fc-52vz8-6-51248322-0,12.0
router-84875df7fc-cmkz9-7-63028229-0,0.0
router-84875df7fc-8n4sw-2-7742202-0,46.0
router-84875df7fc-cmkz9-0-7762810-0,23.0
router-84875df7fc-cmkz9-3-6942044-0,42.0
router-84875df7fc-cmkz9-7-67218645-0,44.0
router-84875df7fc-b5nxc-7-22178590-0,32.0
router-84875df7fc-52vz8-4-29520689-0,23.0
router-84875df7fc-52vz8-6-69236561-0,29.0
router-84875df7fc-b5nxc-4-50862171-0,14.0
router-84875df7fc-scxcj-5-11642326-0,21.0
router-84875df7fc-b5nxc-4-55979165-0,13.0
router-84875df7fc-8n4sw-6-31360654-0,20.0
router-84875df7fc-52vz8-6-48007983-0,22.0
router-84875df7fc-8n4sw-7-58930766-0,7.0
router-84875df7fc-b5nxc-4-58791951-0,24.0
router-84875df7fc-b5nxc-1-6562928-0,49.0
router-84875df7fc-8n4sw-2-9418988-0,0.0
router-84875df7fc-52vz8-6-54080848-0,32.0
router-84875df7fc-b5nxc-7-29426288-0,9.0
router-84875df7fc-cmkz9-5-7951132-0,21.0
router-84875df7fc-scxcj-0-8940215-0,24.0
router-84875df7fc-scxcj-7-74120257-0,26.0
router-84875df7fc-52vz8-6-64804690-0,58.0
router-84875df7fc-8n4sw-7-73885267-0,10.0
router-84875df7fc-scxcj-6-16605508-0,8.0
router-84875df7fc-b5nxc-4-68661901-0,6.0
router-84875df7fc-b5nxc-4-51976017-0,14.0
router-84875df7fc-52vz8-6-62132770-0,28.0
router-84875df7fc-cmkz9-7-52475870-0,8.0
router-84875df7fc-b5nxc-4-66477245-0,0.0
router-84875df7fc-scxcj-6-15326310-0,8.0
router-84875df7fc-52vz8-1-9317372-0,4.0
router-84875df7fc-cmkz9-4-24549270-0,0.0
router-84875df7fc-b5nxc-4-70736529-0,17.0
router-84875df7fc-cmkz9-3-6437176-0,0.0
router-84875df7fc-8n4sw-4-13513651-0,0.0
router-84875df7fc-scxcj-3-31019751-0,0.0
router-84875df7fc-cmkz9-4-21846284-0,31.0
router-84875df7fc-8n4sw-3-7502925-0,25.0
router-84875df7fc-b5nxc-4-56048976-0,47.0
router-84875df7fc-8n4sw-7-59546150-0,17.0
router-84875df7fc-52vz8-6-55237530-0,42.0
router-84875df7fc-cmkz9-5-10779156-0,0.0
router-84875df7fc-cmkz9-7-48516568-0,12.0
router-84875df7fc-b5nxc-1-8596055-0,9.0
router-84875df7fc-52vz8-7-11620317-0,4.0
router-84875df7fc-scxcj-1-5829345-0,12.0
router-84875df7fc-b5nxc-4-53425870-0,29.0
router-84875df7fc-8n4sw-7-75027707-0,28.0
router-84875df7fc-b5nxc-4-58053719-0,24.0
router-84875df7fc-b5nxc-4-60088810-0,17.0
router-84875df7fc-8n4sw-4-11128656-0,21.0
router-84875df7fc-8n4sw-0-5410411-0,16.0
router-84875df7fc-scxcj-7-69369080-0,18.0
router-84875df7fc-scxcj-0-6609263-0,20.0
router-84875df7fc-scxcj-7-71128199-0,39.0
router-84875df7fc-52vz8-6-52694237-0,9.0
router-84875df7fc-b5nxc-7-22447494-0,25.0
router-84875df7fc-8n4sw-2-9655626-0,29.0
router-84875df7fc-52vz8-6-53060336-0,5.0
router-84875df7fc-cmkz9-4-31015315-0,0.0
router-84875df7fc-b5nxc-6-16310686-0,0.0
router-84875df7fc-52vz8-4-31595568-0,0.0
router-84875df7fc-cmkz9-4-25768706-0,21.0
router-84875df7fc-cmkz9-7-64848073-0,13.0
router-84875df7fc-scxcj-7-71929849-0,21.0
router-84875df7fc-cmkz9-4-30881558-0,34.0
router-84875df7fc-8n4sw-7-51464118-0,29.0
router-84875df7fc-b5nxc-4-57054888-0,16.0
router-84875df7fc-b5nxc-4-67500652-0,12.0
router-84875df7fc-8n4sw-4-14819982-0,5.0
router-84875df7fc-8n4sw-3-9304303-0,19.0
router-84875df7fc-8n4sw-7-58905693-0,31.0
router-84875df7fc-scxcj-7-70462254-0,8.0
router-84875df7fc-b5nxc-4-71009580-0,9.0
router-84875df7fc-52vz8-6-48921276-0,0.0
router-84875df7fc-8n4sw-0-6440668-0,0.0
router-84875df7fc-b5nxc-1-7359919-0,34.0
router-84875df7fc-cmkz9-7-68726375-0,18.0
router-84875df7fc-8n4sw-7-57882429-0,36.0
router-84875df7fc-cmkz9-7-55187843-0,28.0
router-84875df7fc-b5nxc-4-57086721-0,0.0
router-84875df7fc-scxcj-3-21621623-0,16.0
router-84875df7fc-cmkz9-6-15968883-0,33.0
router-84875df7fc-cmkz9-7-52692169-0,4.0
router-84875df7fc-8n4sw-7-63056823-0,19.0
router-84875df7fc-cmkz9-0-7525055-0,2.0
router-84875df7fc-scxcj-7-64607228-0,40.0
router-84875df7fc-52vz8-3-15989112-0,6.0
router-84875df7fc-b5nxc-2-8677993-0,6.0
router-84875df7fc-cmkz9-7-52189424-0,13.0
router-84875df7fc-52vz8-0-5548625-0,34.0
router-84875df7fc-b5nxc-5-9463710-0,7.0
router-84875df7fc-b5nxc-4-65857853-0,2.0
router-84875df7fc-8n4sw-6-20663289-0,2.0
router-84875df7fc-scxcj-6-16502061-0,13.0
router-84875df7fc-52vz8-7-12268428-0,31.0
router-84875df7fc-cmkz9-7-52211805-0,20.0
router-84875df7fc-8n4sw-3-7659249-0,0.0
router-84875df7fc-cmkz9-7-69079751-0,30.0
router-84875df7fc-cmkz9-7-53484947-0,11.0
router-84875df7fc-scxcj-3-28358630-0,15.0
router-84875df7fc-cmkz9-7-51879759-0,14.0
router-84875df7fc-8n4sw-4-13370107-0,33.0
router-84875df7fc-b5nxc-6-14950136-0,10.0
router-84875df7fc-cmkz9-7-49019831-0,9.0
router-84875df7fc-scxcj-7-65117869-0,13.0
router-84875df7fc-8n4sw-2-7206900-0,21.0
router-84875df7fc-scxcj-6-13074583-0,13.0
router-84875df7fc-52vz8-4-23373347-0,11.0
router-84875df7fc-52vz8-3-16254498-0,37.0
router-84875df7fc-cmkz9-6-15928949-0,8.0
router-84875df7fc-b5nxc-3-7569488-0,4.0
router-84875df7fc-b5nxc-7-23993415-0,18.0
router-84875df7fc-8n4sw-7-71722479-0,27.0
router-84875df7fc-scxcj-4-7941440-0,6.0
router-84875df7fc-cmkz9-6-12493426-0,12.0
router-84875df7fc-b5nxc-7-23313057-0,19.0
router-84875df7fc-scxcj-7-72342592-0,4.0
router-84875df7fc-52vz8-6-52451282-0,11.0
router-84875df7fc-b5nxc-6-15253365-0,23.0
router-84875df7fc-b5nxc-0-5126997-0,31.0
router-84875df7fc-scxcj-7-55767444-0,8.0
router-84875df7fc-52vz8-5-10147553-0,23.0
router-84875df7fc-scxcj-7-52217078-0,11.0
router-84875df7fc-cmkz9-2-9375310-0,36.0
router-84875df7fc-8n4sw-7-51200187-0,21.0
router-84875df7fc-scxcj-7-56706289-0,0.0
router-84875df7fc-b5nxc-4-73525267-0,3.0
router-84875df7fc-scxcj-2-7976680-0,12.0
router-84875df7fc-scxcj-7-50362001-0,27.0
router-84875df7fc-cmkz9-3-7670197-0,14.0
router-84875df7fc-52vz8-1-9649372-0,30.0
router-84875df7fc-8n4sw-7-77680727-0,2.0
router-84875df7fc-b5nxc-5-8828073-0,32.0
router-84875df7fc-8n4sw-6-28096409-0,17.0
router-84875df7fc-cmkz9-5-11438656-0,1.0
router-84875df7fc-cmkz9-7-63244743-0,25.0
router-84875df7fc-cmkz9-7-66965737-0,21.0
router-84875df7fc-8n4sw-6-30223437-0,11.0
router-84875df7fc-cmkz9-7-69059159-0,20.0
router-84875df7fc-b5nxc-4-67135819-0,33.0
router-84875df7fc-8n4sw-7-53159485-0,2.0
router-84875df7fc-52vz8-7-8991724-0,30.0
router-84875df7fc-8n4sw-7-62887358-0,1.0
router-84875df7fc-scxcj-7-69750832-0,20.0
router-84875df7fc-cmkz9-3-9237441-0,35.0
router-84875df7fc-b5nxc-6-11934701-0,2.0
router-84875df7fc-8n4sw-7-73514642-0,35.0
router-84875df7fc-8n4sw-7-61673396-0,17.0
router-84875df7fc-cmkz9-3-8724930-0,9.0
router-84875df7fc-scxcj-0-9075139-0,32.0
router-84875df7fc-b5nxc-4-56373298-0,39.0
router-84875df7fc-b5nxc-1-9003946-0,0.0
router-84875df7fc-52vz8-5-8310135-0,5.0
router-84875df7fc-8n4sw-7-75098227-0,18.0
router-84875df7fc-cmkz9-7-70489627-0,10.0
router-84875df7fc-b5nxc-7-29763869-0,11.0
router-84875df7fc-52vz8-1-6435243-0,44.0
router-84875df7fc-cmkz9-7-48181633-0,17.0
router-84875df7fc-scxcj-4-9265736-0,29.0
router-84875df7fc-b5nxc-6-15267691-0,25.0
router-84875df7fc-cmkz9-7-47590604-0,62.0
router-84875df7fc-b5nxc-3-9963700-0,6.0
router-84875df7fc-52vz8-4-20942753-0,6.0
router-84875df7fc-b5nxc-4-58592518-0,18.0
router-84875df7fc-b5nxc-2-7488751-0,19.0
router-84875df7fc-52vz8-5-10204714-0,14.0
router-84875df7fc-8n4sw-7-73935565-0,21.0
router-84875df7fc-8n4sw-4-13515900-0,40.0
router-84875df7fc-cmkz9-5-9111184-0,15.0
router-84875df7fc-scxcj-0-8886043-0,0.0
router-84875df7fc-8n4sw-7-55504859-0,8.0
router-84875df7fc-8n4sw-1-7301395-0,10.0
router-84875df7fc-b5nxc-7-28035707-0,24.0
router-84875df7fc-scxcj-7-72861370-0,31.0
router-84875df7fc-scxcj-7-67349020-0,23.0
router-84875df7fc-8n4sw-1-8886188-0,3.0
router-84875df7fc-b5nxc-4-72027101-0,48.0
router-84875df7fc-b5nxc-7-28518964-0,52.0
router-84875df7fc-scxcj-4-9388504-0,8.0
router-84875df7fc-8n4sw-7-69369628-0,27.0
router-84875df7fc-scxcj-7-51316766-0,0.0
router-84875df7fc-52vz8-1-7851259-0,26.0
router-84875df7fc-8n4sw-6-28626962-0,17.0
router-84875df7fc-8n4sw-5-9512129-0,0.0
router-84875df7fc-52vz8-2-9836405-0,30.0
router-84875df7fc-b5nxc-7-23342746-0,28.0
router-84875df7fc-scxcj-7-74575145-0,10.0
router-84875df7fc-8n4sw-5-8139085-0,11.0
router-84875df7fc-b5nxc-4-75352744-0,8.0
router-84875df7fc-8n4sw-4-14398847-0,11.0
router-84875df7fc-52vz8-4-21871083-0,26.0
router-84875df7fc-cmkz9-7-54147882-0,37.0
router-84875df7fc-b5nxc-2-7890774-0,60.0
router-84875df7fc-52vz8-4-28134806-0,22.0
router-84875df7fc-b5nxc-4-70856481-0,5.0
router-84875df7fc-cmkz9-0-7677339-0,10.0
router-84875df7fc-scxcj-5-10973868-0,6.0
router-84875df7fc-8n4sw-7-60285754-0,7.0
router-84875df7fc-cmkz9-7-63955866-0,21.0
router-84875df7fc-8n4sw-7-76695176-0,33.0
router-84875df7fc-cmkz9-2-10380521-0,41.0
router-84875df7fc-scxcj-6-16575637-0,14.0
router-84875df7fc-52vz8-6-55839365-0,23.0
router-84875df7fc-scxcj-7-74317417-0,14.0
router-84875df7fc-8n4sw-7-74681985-0,42.0
router-84875df7fc-scxcj-6-13226297-0,32.0
router-84875df7fc-52vz8-4-30548975-0,33.0
router-84875df7fc-cmkz9-5-9072107-0,41.0
router-84875df7fc-8n4sw-1-9070699-0,22.0
router-84875df7fc-8n4sw-1-9174605-0,22.0
router-84875df7fc-cmkz9-7-62717857-0,14.0
router-84875df7fc-52vz8-6-46978922-0,39.0
router-84875df7fc-cmkz9-2-7540451-0,19.0
router-84875df7fc-b5nxc-4-73247407-0,20.0
router-84875df7fc-52vz8-7-8858784-0,22.0
router-84875df7fc-cmkz9-7-70998128-0,0.0
router-84875df7fc-8n4sw-2-7559367-0,22.0
router-84875df7fc-cmkz9-7-66117531-0,10.0
router-84875df7fc-8n4sw-4-13574199-0,35.0
router-84875df7fc-scxcj-7-50052094-0,13.0
router-84875df7fc-8n4sw-3-9169593-0,6.0
router-84875df7fc-scxcj-3-30821671-0,21.0
router-84875df7fc-scxcj-7-55809650-0,33.0
router-84875df7fc-cmkz9-7-50564860-0,8.0
router-84875df7fc-b5nxc-5-9655513-0,0.0
router-84875df7fc-cmkz9-4-31245425-0,15.0
router-84875df7fc-8n4sw-7-62122037-0,7.0
router-84875df7fc-52vz8-6-67337221-0,10.0
router-84875df7fc-scxcj-7-47985133-0,25.0
router-84875df7fc-b5nxc-4-57853190-0,19.0
router-84875df7fc-8n4sw-7-61954667-0,38.0
router-84875df7fc-cmkz9-1-8926856-0,11.0
router-84875df7fc-52vz8-6-45897308-0,26.0
router-84875df7fc-b5nxc-7-29185228-0,1.0
router-84875df7fc-scxcj-7-59081392-0,16.0
router-84875df7fc-8n4sw-7-79596915-0,8.0
router-84875df7fc-cmkz9-0-7603963-0,25.0
router-84875df7fc-8n4sw-5-7276865-0,9.0
router-84875df7fc-8n4sw-7-75777914-0,29.0
router-84875df7fc-52vz8-5-10584729-0,9.0
router-84875df7fc-cmkz9-0-7304017-0,2.0
router-84875df7fc-8n4sw-1-7057126-0,5.0
router-84875df7fc-b5nxc-4-56252711-0,33.0
router-84875df7fc-8n4sw-6-30624074-0,16.0
router-84875df7fc-cmkz9-2-9665400-0,3.0
router-84875df7fc-cmkz9-5-9430959-0,5.0
router-84875df7fc-b5nxc-4-66112791-0,16.0
router-84875df7fc-scxcj-2-9461727-0,27.0
router-84875df7fc-8n4sw-2-7417836-0,19.0
router-84875df7fc-scxcj-3-23990103-0,37.0
router-84875df7fc-8n4sw-7-60711926-0,20.0
router-84875df7fc-cmkz9-7-63321020-0,33.0
router-84875df7fc-cmkz9-6-16599224-0,33.0
router-84875df7fc-b5nxc-4-69968709-0,19.0
router-84875df7fc-scxcj-3-23891024-0,10.0
router-84875df7fc-8n4sw-7-72525938-0,24.0
router-84875df7fc-scxcj-1-7096235-0,10.0
router-84875df7fc-8n4sw-7-78410672-0,40.0
router-84875df7fc-cmkz9-3-9554509-0,7.0
router-84875df7fc-52vz8-3-16488501-0,38.0
router-84875df7fc-cmkz9-7-55798349-0,0.0
router-84875df7fc-cmkz9-4-29194140-0,19.0
router-84875df7fc-8n4sw-7-53928138-0,6.0
router-84875df7fc-scxcj-7-67260265-0,18.0
router-84875df7fc-cmkz9-3-8715687-0,22.0
router-84875df7fc-8n4sw-7-70317743-0,19.0
router-84875df7fc-52vz8-7-8554532-0,37.0
router-84875df7fc-b5nxc-4-71251269-0,28.0
router-84875df7fc-b5nxc-5-10949928-0,9.0
router-84875df7fc-scxcj-7-55198381-0,15.0
router-84875df7fc-8n4sw-6-23129825-0,12.0
router-84875df7fc-52vz8-6-63351954-0,26.0
router-84875df7fc-52vz8-6-65080665-0,36.0
router-84875df7fc-8n4sw-7-68923449-0,20.0
router-84875df7fc-b5nxc-5-11701897-0,3.0
router-84875df7fc-cmkz9-3-6687002-0,27.0
router-84875df7fc-8n4sw-7-73380829-0,10.0
router-84875df7fc-cmkz9-7-51722590-0,20.0
router-84875df7fc-b5nxc-4-53340348-0,19.0
router-84875df7fc-8n4sw-7-63320278-0,28.0
router-84875df7fc-8n4sw-7-74236495-0,9.0
router-84875df7fc-scxcj-3-27830637-0,19.0
router-84875df7fc-52vz8-6-62241132-0,0.0
router-84875df7fc-52vz8-7-12659503-0,31.0
router-84875df7fc-cmkz9-7-49173828-0,20.0
router-84875df7fc-8n4sw-5-9698433-0,3.0
router-84875df7fc-scxcj-3-23872417-0,30.0
router-84875df7fc-b5nxc-6-14764507-0,73.0
router-84875df7fc-8n4sw-4-14663411-0,13.0
router-84875df7fc-52vz8-3-14006372-0,1.0
router-84875df7fc-cmkz9-7-54893470-0,40.0
router-84875df7fc-cmkz9-2-10415926-0,3.0
router-84875df7fc-52vz8-1-7936642-0,0.0
router-84875df7fc-scxcj-6-14935984-0,16.0
router-84875df7fc-b5nxc-1-8874249-0,18.0
router-84875df7fc-cmkz9-4-29298193-0,28.0
router-84875df7fc-52vz8-6-54924756-0,19.0
router-84875df7fc-b5nxc-2-7634377-0,12.0
router-84875df7fc-cmkz9-5-8821501-0,3.0
router-84875df7fc-scxcj-3-30505804-0,27.0
router-84875df7fc-cmkz9-2-7216459-0,11.0
router-84875df7fc-b5nxc-4-56342676-0,3.0
router-84875df7fc-b5nxc-2-7402169-0,27.0
router-84875df7fc-scxcj-7-57859443-0,9.0
router-84875df7fc-b5nxc-3-8385999-0,3.0
router-84875df7fc-cmkz9-2-9388736-0,0.0
router-84875df7fc-scxcj-7-58862306-0,0.0
router-84875df7fc-b5nxc-4-68722737-0,12.0
router-84875df7fc-cmkz9-0-7355359-0,3.0
router-84875df7fc-8n4sw-6-24065389-0,8.0
router-84875df7fc-b5nxc-4-66743444-0,9.0
router-84875df7fc-b5nxc-3-10029188-0,12.0
router-84875df7fc-scxcj-4-8874840-0,21.0
router-84875df7fc-b5nxc-4-72459122-0,18.0
router-84875df7fc-52vz8-6-55640504-0,28.0
router-84875df7fc-cmkz9-7-61694084-0,23.0
router-84875df7fc-b5nxc-4-69594129-0,39.0
router-84875df7fc-scxcj-7-69188007-0,24.0
router-84875df7fc-8n4sw-0-4816784-0,5.0
router-84875df7fc-8n4sw-6-29341412-0,15.0
router-84875df7fc-cmkz9-7-53952586-0,25.0
router-84875df7fc-scxcj-7-49604000-0,8.0
router-84875df7fc-8n4sw-7-76267718-0,0.0
router-84875df7fc-scxcj-3-31107090-0,3.0
router-84875df7fc-scxcj-0-9247436-0,1.0
router-84875df7fc-8n4sw-6-31684983-0,7.0
router-84875df7fc-cmkz9-1-6775322-0,46.0
router-84875df7fc-cmkz9-7-64196185-0,15.0
router-84875df7fc-8n4sw-0-4511405-0,0.0
router-84875df7fc-scxcj-5-11224904-0,16.0
router-84875df7fc-scxcj-1-5626059-0,7.0
router-84875df7fc-8n4sw-7-54854251-0,27.0
router-84875df7fc-cmkz9-7-52565691-0,42.0
router-84875df7fc-52vz8-3-17779370-0,27.0
router-84875df7fc-8n4sw-5-8298027-0,10.0
router-84875df7fc-52vz8-6-66664105-0,0.0
router-84875df7fc-scxcj-7-67710329-0,14.0
router-84875df7fc-cmkz9-6-17480680-0,15.0
router-84875df7fc-b5nxc-0-6366988-0,6.0
router-84875df7fc-52vz8-7-8696800-0,39.0
router-84875df7fc-cmkz9-7-62994046-0,19.0
router-84875df7fc-cmkz9-7-68055156-0,12.0
router-84875df7fc-8n4sw-6-28072546-0,22.0
router-84875df7fc-scxcj-4-7643528-0,68.0
router-84875df7fc-8n4sw-0-6319041-0,36.0
router-84875df7fc-b5nxc-4-49795198-0,24.0
router-84875df7fc-cmkz9-7-70215189-0,25.0
router-84875df7fc-8n4sw-7-69073057-0,14.0
router-84875df7fc-8n4sw-0-5589795-0,36.0
router-84875df7fc-cmkz9-7-56137634-0,19.0
router-84875df7fc-8n4sw-1-7335056-0,25.0
router-84875df7fc-scxcj-2-9245430-0,23.0
router-84875df7fc-52vz8-4-22229843-0,16.0
router-84875df7fc-8n4sw-7-79057662-0,31.0
router-84875df7fc-b5nxc-4-53626508-0,0.0
router-84875df7fc-52vz8-6-53996035-0,5.0
router-84875df7fc-cmkz9-7-61994576-0,10.0
router-84875df7fc-scxcj-3-23736065-0,21.0
router-84875df7fc-52vz8-6-48899038-0,41.0
router-84875df7fc-b5nxc-1-7717755-0,6.0
router-84875df7fc-8n4sw-7-75549287-0,27.0
router-84875df7fc-b5nxc-1-7438406-0,11.0
router-84875df7fc-cmkz9-3-9738626-0,16.0
router-84875df7fc-scxcj-6-15662828-0,62.0
router-84875df7fc-cmkz9-1-7394868-0,22.0
router-84875df7fc-b5nxc-5-9137148-0,21.0
router-84875df7fc-cmkz9-7-49122888-0,6.0
router-84875df7fc-52vz8-4-23169981-0,2.0
router-84875df7fc-cmkz9-5-8800210-0,0.0
router-84875df7fc-cmkz9-7-70910803-0,1.0
router-84875df7fc-cmkz9-4-31087251-0,12.0
router-84875df7fc-scxcj-7-54633185-0,39.0
router-84875df7fc-52vz8-7-11838696-0,27.0
router-84875df7fc-b5nxc-3-9826383-0,22.0
router-84875df7fc-b5nxc-3-10241013-0,17.0
router-84875df7fc-8n4sw-1-7068987-0,4.0
router-84875df7fc-cmkz9-6-17034619-0,20.0
router-84875df7fc-b5nxc-6-15355179-0,26.0
router-84875df7fc-8n4sw-1-7223491-0,34.0
router-84875df7fc-b5nxc-6-14875827-0,7.0
router-84875df7fc-cmkz9-1-9767988-0,16.0
router-84875df7fc-scxcj-7-68798228-0,15.0
router-84875df7fc-scxcj-3-28090762-0,27.0
router-84875df7fc-b5nxc-1-6913495-0,31.0
router-84875df7fc-b5nxc-4-72766232-0,21.0
router-84875df7fc-8n4sw-4-14032195-0,38.0
router-84875df7fc-scxcj-2-7673089-0,23.0
router-84875df7fc-b5nxc-6-11741186-0,3.0
router-84875df7fc-8n4sw-1-9019061-0,26.0
router-84875df7fc-scxcj-6-16582426-0,50.0
router-84875df7fc-b5nxc-1-8707369-0,10.0
router-84875df7fc-b5nxc-4-55470807-1,17.0
router-84875df7fc-cmkz9-7-67376529-0,7.0
router-84875df7fc-b5nxc-4-68251148-0,31.0
router-84875df7fc-52vz8-6-54367012-0,13.0
router-84875df7fc-8n4sw-7-72794500-0,66.0
router-84875df7fc-52vz8-6-64468398-0,21.0
router-84875df7fc-8n4sw-4-11107555-0,24.0
router-84875df7fc-52vz8-4-24928480-0,26.0
router-84875df7fc-8n4sw-7-79154010-0,21.0
router-84875df7fc-52vz8-6-50021955-0,44.0
router-84875df7fc-scxcj-3-24780310-0,29.0
router-84875df7fc-52vz8-7-9606163-0,26.0
router-84875df7fc-cmkz9-1-9754739-0,1.0
router-84875df7fc-cmkz9-4-25201628-0,6.0
router-84875df7fc-cmkz9-4-23097437-0,22.0
router-84875df7fc-8n4sw-7-52176919-0,40.0
router-84875df7fc-scxcj-5-9749115-0,0.0
router-84875df7fc-8n4sw-6-29915350-0,35.0
router-84875df7fc-b5nxc-7-28858393-0,10.0
router-84875df7fc-b5nxc-1-9380620-0,15.0
router-84875df7fc-scxcj-0-9799279-0,14.0
router-84875df7fc-52vz8-0-8156307-0,2.0
router-84875df7fc-52vz8-7-9812003-0,18.0
router-84875df7fc-cmkz9-2-6994241-0,50.0
router-84875df7fc-cmkz9-3-7713193-0,13.0
router-84875df7fc-52vz8-6-52434267-0,14.0
router-84875df7fc-52vz8-3-14038381-0,2.0
router-84875df7fc-b5nxc-7-21688046-0,42.0
router-84875df7fc-scxcj-6-14993893-0,54.0
router-84875df7fc-scxcj-6-12958754-0,17.0
router-84875df7fc-cmkz9-0-7916644-0,11.0
router-84875df7fc-scxcj-7-57600376-0,33.0
router-84875df7fc-cmkz9-7-46592261-0,6.0
router-84875df7fc-52vz8-0-6315361-0,13.0
router-84875df7fc-8n4sw-6-21576337-0,10.0
router-84875df7fc-8n4sw-3-7329915-0,15.0
router-84875df7fc-8n4sw-6-29468845-0,0.0
router-84875df7fc-scxcj-6-16178131-0,22.0
router-84875df7fc-b5nxc-4-71309489-0,34.0
router-84875df7fc-b5nxc-4-70530677-0,25.0
router-84875df7fc-b5nxc-4-49891777-0,29.0
router-84875df7fc-scxcj-7-55051897-0,4.0
router-84875df7fc-cmkz9-7-64855627-0,8.0
router-84875df7fc-cmkz9-7-50903625-0,23.0
router-84875df7fc-8n4sw-6-23757390-0,33.0
router-84875df7fc-cmkz9-4-23743172-0,4.0
router-84875df7fc-cmkz9-1-6600500-0,12.0
router-84875df7fc-8n4sw-6-28942249-0,26.0
router-84875df7fc-cmkz9-4-29813959-0,12.0
router-84875df7fc-scxcj-7-58799797-0,2.0
router-84875df7fc-b5nxc-6-11040146-0,22.0
router-84875df7fc-scxcj-7-52108317-0,42.0
router-84875df7fc-8n4sw-4-14287150-0,14.0
router-84875df7fc-b5nxc-7-30926689-0,3.0
router-84875df7fc-8n4sw-7-70079817-0,36.0
router-84875df7fc-8n4sw-3-6432421-0,19.0
router-84875df7fc-scxcj-2-7143021-0,21.0
router-84875df7fc-b5nxc-2-6973336-0,40.0
router-84875df7fc-b5nxc-4-72418580-0,23.0
router-84875df7fc-b5nxc-6-16627155-0,34.0
router-84875df7fc-8n4sw-7-77273556-0,4.0
router-84875df7fc-52vz8-6-60904578-0,25.0
router-84875df7fc-cmkz9-4-25233096-0,32.0
router-84875df7fc-8n4sw-7-74547438-0,0.0
router-84875df7fc-8n4sw-7-63207976-0,34.0
router-84875df7fc-b5nxc-7-23235083-0,14.0
router-84875df7fc-52vz8-7-9653283-0,57.0
router-84875df7fc-b5nxc-4-55924916-0,19.0
router-84875df7fc-b5nxc-6-11311176-0,3.0
router-84875df7fc-52vz8-7-11461533-0,23.0
router-84875df7fc-52vz8-6-53948175-0,0.0
router-84875df7fc-b5nxc-6-15706607-0,6.0
router-84875df7fc-b5nxc-3-10272289-0,21.0
